Category,Team/All_Teams,Place,Record,Year,Team
Total Yards Allowed,25,34,3600,2036,25
Total Yards Allowed,25,35,3603,2022,25
Total Yards Allowed,25,36,3616,2063,25
Total Yards Allowed,25,37,3623,2065,25
Total Yards Allowed,25,38,3649,2057,25
Total Yards Allowed,25,39,3682,2061,25
Total Yards Allowed,25,40,3711,2043,25
Total Yards Allowed,25,41,3736,2024,25
Total Yards Allowed,25,42,3740,2025,25
Total Yards Allowed,25,43,3749,2033,25
Total Yards Allowed,25,44,3805,2058,25
Total Yards Allowed,25,45,3808,2048,25
Total Yards Allowed,25,46,3842,2069,25
Total Yards Allowed,25,47,3851,2037,25
Total Yards Allowed,25,48,3875,2021,25
Total Yards Allowed,25,49,3985,2045,25
Pass Attempts,25,0,436,2054,25
Pass Attempts,25,1,425,2043,25
Pass Attempts,25,2,409,2039,25
Pass Attempts,25,3,405,2020,25
Pass Attempts,25,4,405,2033,25
Pass Attempts,25,5,399,2061,25
Pass Attempts,25,6,395,2031,25
Pass Attempts,25,7,395,2067,25
Pass Attempts,25,8,392,2035,25
Pass Attempts,25,9,391,2050,25
Pass Attempts,25,10,386,2064,25
Pass Attempts,25,11,384,2038,25
Pass Attempts,25,12,383,2049,25
Pass Attempts,25,13,382,2048,25
Pass Attempts,25,14,380,2040,25
Pass Attempts,25,15,380,2051,25
Pass Attempts,25,16,380,2058,25
Pass Attempts,25,17,380,2065,25
Pass Attempts,25,18,378,2030,25
Pass Attempts,25,19,377,2053,25
Pass Attempts,25,20,373,2021,25
Pass Attempts,25,21,373,2034,25
Pass Attempts,25,22,369,2037,25
Pass Attempts,25,23,368,2041,25
Pass Attempts,25,24,368,2042,25
Pass Attempts,25,25,367,2059,25
Pass Attempts,25,26,366,2032,25
Pass Attempts,25,27,363,2044,25
Pass Attempts,25,28,363,2062,25
Pass Attempts,25,29,362,2057,25
Pass Attempts,25,30,360,2052,25
Pass Attempts,25,31,360,2063,25
Pass Attempts,25,32,359,2036,25
Pass Attempts,25,33,358,2025,25
Pass Attempts,25,34,356,2022,25
Pass Attempts,25,35,356,2045,25
Pass Attempts,25,36,356,2056,25
Pass Attempts,25,37,351,2027,25
Pass Attempts,25,38,351,2047,25
Pass Attempts,25,39,348,2026,25
Pass Attempts,25,40,342,2046,25
Pass Attempts,25,41,341,2029,25
Pass Attempts,25,42,335,2023,25
Pass Attempts,25,43,335,2066,25
Pass Attempts,25,44,334,2055,25
Pass Attempts,25,45,325,2024,25
Pass Attempts,25,46,323,2028,25
Pass Attempts,25,47,312,2060,25
Pass Attempts,25,48,307,2069,25
Pass Attempts,25,49,303,2068,25
Rush Attempts,25,0,325,2068,25
Rush Attempts,25,1,303,2060,25
Rush Attempts,25,2,300,2023,25
Rush Attempts,25,3,300,2027,25
Rush Attempts,25,4,295,2040,25
Rush Attempts,25,5,291,2028,25
Rush Attempts,25,6,290,2063,25
Rush Attempts,25,7,286,2030,25
Rush Attempts,25,8,281,2047,25
Rush Attempts,25,9,281,2055,25
Rush Attempts,25,10,281,2066,25
Rush Attempts,25,11,278,2050,25
Rush Attempts,25,12,277,2029,25
Rush Attempts,25,13,276,2022,25
Rush Attempts,25,14,276,2044,25
Rush Attempts,25,15,276,2059,25
Rush Attempts,25,16,274,2069,25
Rush Attempts,25,17,272,2041,25
Rush Attempts,25,18,271,2026,25
Rush Attempts,25,19,270,2034,25
Rush Attempts,25,20,270,2052,25
Rush Attempts,25,21,261,2024,25
Rush Attempts,25,22,259,2056,25
Rush Attempts,25,23,256,2033,25
Rush Attempts,25,24,252,2058,25
Rush Attempts,25,25,251,2062,25
Rush Attempts,25,26,250,2045,25
Rush Attempts,25,27,250,2054,25
Rush Attempts,25,28,249,2038,25
Rush Attempts,25,29,249,2046,25
Rush Attempts,25,30,248,2042,25
Rush Attempts,25,31,246,2036,25
Rush Attempts,25,32,246,2037,25
Rush Attempts,25,33,243,2057,25
Rush Attempts,25,34,242,2043,25
Rush Attempts,25,35,242,2064,25
Rush Attempts,25,36,242,2067,25
Rush Attempts,25,37,239,2048,25
Rush Attempts,25,38,238,2032,25
Rush Attempts,25,39,235,2031,25
Rush Attempts,25,40,235,2049,25
Rush Attempts,25,41,234,2051,25
Rush Attempts,25,42,233,2025,25
Rush Attempts,25,43,232,2035,25
Rush Attempts,25,44,231,2039,25
Rush Attempts,25,45,230,2065,25
Rush Attempts,25,46,228,2021,25
Rush Attempts,25,47,225,2053,25
Rush Attempts,25,48,221,2020,25
Rush Attempts,25,49,220,2061,25
Points Scored,26,0,261,2033,26
Points Scored,26,1,255,2037,26
Points Scored,26,2,251,2025,26
Points Scored,26,3,250,2035,26
Points Scored,26,4,249,2028,26
Points Scored,26,5,245,2032,26
Points Scored,26,6,241,2034,26
Points Scored,26,7,232,2039,26
Points Scored,26,8,228,2057,26
Points Scored,26,9,226,2027,26
Points Scored,26,10,225,2038,26
Points Scored,26,11,225,2062,26
Points Scored,26,12,223,2069,26
Points Scored,26,13,222,2055,26
Points Scored,26,14,218,2031,26
Points Scored,26,15,218,2047,26
Points Scored,26,16,216,2020,26
Points Scored,26,17,216,2042,26
Points Scored,26,18,216,2067,26
Points Scored,26,19,211,2041,26
Points Scored,26,20,211,2051,26
Points Scored,26,21,208,2021,26
Points Scored,26,22,208,2026,26
Points Scored,26,23,208,2052,26
Points Scored,26,24,208,2054,26
Points Scored,26,25,206,2023,26
Points Scored,26,26,206,2058,26
Points Scored,26,27,205,2053,26
Points Scored,26,28,204,2040,26
Points Scored,26,29,203,2061,26
Points Scored,26,30,202,2059,26
Points Scored,26,31,201,2036,26
Points Scored,26,32,200,2064,26
Points Scored,26,33,199,2056,26
Points Scored,26,34,197,2044,26
Points Scored,26,35,197,2063,26
Points Scored,26,36,191,2068,26
Points Scored,26,37,185,2060,26
Points Scored,26,38,182,2043,26
Points Scored,26,39,178,2022,26
Points Scored,26,40,174,2050,26
Points Scored,26,41,173,2048,26
Points Scored,26,42,171,2066,26
Points Scored,26,43,170,2065,26
Points Scored,26,44,169,2030,26
Points Scored,26,45,162,2029,26
Points Scored,26,46,161,2049,26
Points Scored,26,47,150,2024,26
Points Scored,26,48,148,2046,26
Points Scored,26,49,126,2045,26
Points Allowed,26,0,161,2030,26
Points Allowed,26,1,166,2069,26
Points Allowed,26,2,170,2031,26
Points Allowed,26,3,175,2023,26
Points Allowed,26,4,176,2025,26
Points Allowed,26,5,176,2034,26
Points Allowed,26,6,176,2035,26
Points Allowed,26,7,176,2040,26
Points Allowed,26,8,181,2042,26
Points Allowed,26,9,182,2033,26
Points Allowed,26,10,186,2021,26
Points Allowed,26,11,187,2056,26
Points Allowed,26,12,188,2032,26
Points Allowed,26,13,189,2062,26
Points Allowed,26,14,190,2068,26
Points Allowed,26,15,193,2027,26
Points Allowed,26,16,193,2052,26
Points Allowed,26,17,193,2055,26
Points Allowed,26,18,195,2057,26
Points Allowed,26,19,196,2050,26
Points Allowed,26,20,197,2067,26
Points Allowed,26,21,199,2020,26
Points Allowed,26,22,200,2061,26
Points Allowed,26,23,201,2026,26
Points Allowed,26,24,207,2028,26
Points Allowed,26,25,210,2046,26
Points Allowed,26,26,212,2037,26
Points Allowed,26,27,212,2039,26
Points Allowed,26,28,217,2058,26
Points Allowed,26,29,217,2060,26
Points Allowed,26,30,218,2041,26
Points Allowed,26,31,221,2044,26
Points Allowed,26,32,221,2059,26
Points Allowed,26,33,223,2047,26
Points Allowed,26,34,225,2022,26
Points Allowed,26,35,225,2053,26
Points Allowed,26,36,226,2038,26
Points Allowed,26,37,226,2051,26
Points Allowed,26,38,228,2048,26
Points Allowed,26,39,229,2049,26
Points Allowed,26,40,230,2054,26
Points Allowed,26,41,233,2063,26
Points Allowed,26,42,235,2066,26
Points Allowed,26,43,240,2024,26
Points Allowed,26,44,243,2045,26
Points Allowed,26,45,244,2029,26
Points Allowed,26,46,245,2043,26
Points Allowed,26,47,250,2036,26
Points Allowed,26,48,250,2065,26
Points Allowed,26,49,275,2064,26
Passing Yards,26,0,2608,2058,26
Passing Yards,26,1,2564,2021,26
Passing Yards,26,2,2560,2027,26
Passing Yards,26,3,2537,2023,26
Passing Yards,26,4,2518,2024,26
Passing Yards,26,5,2506,2020,26
Passing Yards,26,6,2445,2034,26
Passing Yards,26,7,2434,2033,26
Passing Yards,26,8,2419,2055,26
Passing Yards,26,9,2411,2028,26
Passing Yards,26,10,2400,2022,26
Passing Yards,26,11,2390,2032,26
Passing Yards,26,12,2388,2062,26
Passing Yards,26,13,2363,2064,26
Passing Yards,26,14,2353,2037,26
Passing Yards,26,15,2336,2059,26
Passing Yards,26,16,2334,2047,26
Passing Yards,26,17,2331,2035,26
Passing Yards,26,18,2323,2053,26
Passing Yards,26,19,2317,2025,26
Passing Yards,26,20,2296,2031,26
Passing Yards,26,21,2268,2051,26
Passing Yards,26,22,2263,2030,26
Passing Yards,26,23,2255,2026,26
Passing Yards,26,24,2255,2048,26
Passing Yards,26,25,2240,2029,26
Passing Yards,26,26,2218,2056,26
Passing Yards,26,27,2210,2057,26
Passing Yards,26,28,2206,2065,26
Passing Yards,26,29,2200,2063,26
Passing Yards,26,30,2195,2067,26
Passing Yards,26,31,2158,2039,26
Passing Yards,26,32,2155,2036,26
Passing Yards,26,33,2143,2041,26
Passing Yards,26,34,2141,2052,26
Passing Yards,26,35,2138,2043,26
Passing Yards,26,36,2137,2049,26
Passing Yards,26,37,2119,2046,26
Passing Yards,26,38,2113,2061,26
Passing Yards,26,39,2108,2040,26
Passing Yards,26,40,2063,2054,26
Passing Yards,26,41,2016,2038,26
Passing Yards,26,42,1980,2068,26
Passing Yards,26,43,1950,2066,26
Passing Yards,26,44,1945,2045,26
Passing Yards,26,45,1938,2050,26
Passing Yards,26,46,1936,2060,26
Passing Yards,26,47,1891,2042,26
Passing Yards,26,48,1891,2069,26
Passing Yards,26,49,1850,2044,26
Passing Yards Allowed,26,0,1940,2055,26
Passing Yards Allowed,26,1,1966,2066,26
Passing Yards Allowed,26,2,1972,2056,26
Passing Yards Allowed,26,3,2003,2068,26
Passing Yards Allowed,26,4,2053,2023,26
Passing Yards Allowed,26,5,2076,2059,26
Passing Yards Allowed,26,6,2101,2024,26
Passing Yards Allowed,26,7,2105,2049,26
Passing Yards Allowed,26,8,2128,2042,26
Passing Yards Allowed,26,9,2130,2040,26
Passing Yards Allowed,26,10,2132,2036,26
Passing Yards Allowed,26,11,2179,2045,26
Passing Yards Allowed,26,12,2205,2037,26
Passing Yards Allowed,26,13,2210,2046,26
Passing Yards Allowed,26,14,2225,2028,26
Passing Yards Allowed,26,15,2227,2057,26
Passing Yards Allowed,26,16,2229,2052,26
Passing Yards Allowed,26,17,2230,2064,26
Passing Yards Allowed,26,18,2231,2069,26
Passing Yards Allowed,26,19,2234,2067,26
Passing Yards Allowed,26,20,2244,2026,26
Passing Yards Allowed,26,21,2246,2060,26
Passing Yards Allowed,26,22,2247,2063,26
Passing Yards Allowed,26,23,2253,2054,26
Passing Yards Allowed,26,24,2263,2025,26
Passing Yards Allowed,26,25,2263,2047,26
Passing Yards Allowed,26,26,2271,2027,26
Passing Yards Allowed,26,27,2286,2034,26
Passing Yards Allowed,26,28,2290,2062,26
Passing Yards Allowed,26,29,2291,2051,26
Passing Yards Allowed,26,30,2324,2032,26
Passing Yards Allowed,26,31,2328,2061,26
Passing Yards Allowed,26,32,2334,2022,26
Passing Yards Allowed,26,33,2338,2030,26
Passing Yards Allowed,26,34,2340,2053,26
Passing Yards Allowed,26,35,2342,2050,26
Passing Yards Allowed,26,36,2346,2065,26
Passing Yards Allowed,26,37,2376,2029,26
Passing Yards Allowed,26,38,2394,2058,26
Passing Yards Allowed,26,39,2426,2035,26
Passing Yards Allowed,26,40,2436,2043,26
Passing Yards Allowed,26,41,2446,2041,26
Passing Yards Allowed,26,42,2453,2039,26
Passing Yards Allowed,26,43,2466,2031,26
Passing Yards Allowed,26,44,2480,2033,26
Passing Yards Allowed,26,45,2518,2020,26
Passing Yards Allowed,26,46,2526,2048,26
Passing Yards Allowed,26,47,2535,2021,26
Passing Yards Allowed,26,48,2593,2044,26
Passing Yards Allowed,26,49,2738,2038,26
Rushing Yards,26,0,1691,2042,26
Rushing Yards,26,1,1645,2069,26
Rushing Yards,26,2,1541,2067,26
Rushing Yards,26,3,1506,2038,26
Rushing Yards,26,4,1456,2068,26
Rushing Yards,26,5,1436,2035,26
Rushing Yards,26,6,1356,2050,26
Rushing Yards,26,7,1354,2041,26
Rushing Yards,26,8,1351,2027,26
Rushing Yards,26,9,1337,2025,26
Rushing Yards,26,10,1334,2037,26
Rushing Yards,26,11,1321,2032,26
Rushing Yards,26,12,1321,2033,26
Rushing Yards,26,13,1320,2039,26
Rushing Yards,26,14,1320,2055,26
Rushing Yards,26,15,1311,2053,26
Rushing Yards,26,16,1295,2052,26
Rushing Yards,26,17,1284,2044,26
Rushing Yards,26,18,1265,2026,26
Rushing Yards,26,19,1233,2066,26
Rushing Yards,26,20,1221,2034,26
Rushing Yards,26,21,1178,2031,26
Rushing Yards,26,22,1173,2051,26
Rushing Yards,26,23,1155,2036,26
Rushing Yards,26,24,1153,2030,26
Rushing Yards,26,25,1129,2040,26
Rushing Yards,26,26,1124,2028,26
Rushing Yards,26,27,1118,2046,26
Rushing Yards,26,28,1108,2047,26
Rushing Yards,26,29,1090,2060,26
Rushing Yards,26,30,1080,2057,26
Rushing Yards,26,31,1078,2054,26
Rushing Yards,26,32,1071,2049,26
Rushing Yards,26,33,1066,2062,26
Rushing Yards,26,34,1063,2045,26
Rushing Yards,26,35,1058,2064,26
Rushing Yards,26,36,1057,2048,26
Rushing Yards,26,37,1048,2065,26
Rushing Yards,26,38,1022,2056,26
Rushing Yards,26,39,1011,2061,26
Rushing Yards,26,40,997,2029,26
Rushing Yards,26,41,988,2058,26
Rushing Yards,26,42,955,2059,26
Rushing Yards,26,43,953,2022,26
Rushing Yards,26,44,951,2023,26
Rushing Yards,26,45,906,2063,26
Rushing Yards,26,46,905,2043,26
Rushing Yards,26,47,896,2024,26
Rushing Yards,26,48,865,2020,26
Rushing Yards,26,49,803,2021,26
Rushing Yards Allowed,26,0,898,2042,26
Rushing Yards Allowed,26,1,900,2031,26
Rushing Yards Allowed,26,2,949,2035,26
Rushing Yards Allowed,26,3,955,2062,26
Rushing Yards Allowed,26,4,973,2023,26
Rushing Yards Allowed,26,5,1019,2041,26
Rushing Yards Allowed,26,6,1027,2034,26
Rushing Yards Allowed,26,7,1030,2069,26
Rushing Yards Allowed,26,8,1035,2032,26
Rushing Yards Allowed,26,9,1062,2063,26
Rushing Yards Allowed,26,10,1064,2025,26
Rushing Yards Allowed,26,11,1065,2039,26
Rushing Yards Allowed,26,12,1069,2068,26
Rushing Yards Allowed,26,13,1075,2050,26
Rushing Yards Allowed,26,14,1089,2051,26
Rushing Yards Allowed,26,15,1098,2030,26
Rushing Yards Allowed,26,16,1108,2033,26
Rushing Yards Allowed,26,17,1119,2026,26
Rushing Yards Allowed,26,18,1124,2058,26
Rushing Yards Allowed,26,19,1146,2020,26
Rushing Yards Allowed,26,20,1146,2037,26
Rushing Yards Allowed,26,21,1147,2040,26
Rushing Yards Allowed,26,22,1148,2067,26
Rushing Yards Allowed,26,23,1152,2060,26
Rushing Yards Allowed,26,24,1164,2021,26
Rushing Yards Allowed,26,25,1167,2048,26
Rushing Yards Allowed,26,26,1168,2057,26
Rushing Yards Allowed,26,27,1173,2043,26
Rushing Yards Allowed,26,28,1173,2059,26
Rushing Yards Allowed,26,29,1175,2044,26
Rushing Yards Allowed,26,30,1199,2047,26
Rushing Yards Allowed,26,31,1211,2029,26
Rushing Yards Allowed,26,32,1217,2064,26
Rushing Yards Allowed,26,33,1226,2045,26
Rushing Yards Allowed,26,34,1229,2038,26
Rushing Yards Allowed,26,35,1238,2052,26
Rushing Yards Allowed,26,36,1251,2054,26
Rushing Yards Allowed,26,37,1253,2049,26
Rushing Yards Allowed,26,38,1267,2066,26
Rushing Yards Allowed,26,39,1275,2022,26
Rushing Yards Allowed,26,40,1280,2055,26
Rushing Yards Allowed,26,41,1295,2056,26
Rushing Yards Allowed,26,42,1314,2061,26
Rushing Yards Allowed,26,43,1315,2053,26
Rushing Yards Allowed,26,44,1356,2027,26
Rushing Yards Allowed,26,45,1371,2036,26
Rushing Yards Allowed,26,46,1376,2028,26
Rushing Yards Allowed,26,47,1451,2046,26
Rushing Yards Allowed,26,48,1457,2024,26
Rushing Yards Allowed,26,49,1464,2065,26
Total Yards,26,0,3912,2027,26
Total Yards,26,1,3768,2035,26
Total Yards,26,2,3755,2033,26
Total Yards,26,3,3739,2055,26
Total Yards,26,4,3737,2067,26
Total Yards,26,5,3711,2032,26
Total Yards,26,6,3688,2037,26
Total Yards,26,7,3667,2034,26
Total Yards,26,8,3655,2025,26
Total Yards,26,9,3635,2053,26
Total Yards,26,10,3596,2058,26
Total Yards,26,11,3583,2042,26
Total Yards,26,12,3536,2069,26
Total Yards,26,13,3535,2028,26
Total Yards,26,14,3523,2038,26
Total Yards,26,15,3520,2026,26
Total Yards,26,16,3497,2041,26
Total Yards,26,17,3488,2023,26
Total Yards,26,18,3478,2039,26
Total Yards,26,19,3474,2031,26
Total Yards,26,20,3455,2062,26
Total Yards,26,21,3442,2047,26
Total Yards,26,22,3442,2051,26
Total Yards,26,23,3436,2052,26
Total Yards,26,24,3436,2068,26
Total Yards,26,25,3421,2064,26
Total Yards,26,26,3416,2030,26
Total Yards,26,27,3415,2024,26
Total Yards,26,28,3372,2020,26
Total Yards,26,29,3368,2021,26
Total Yards,26,30,3354,2022,26
Total Yards,26,31,3312,2048,26
Total Yards,26,32,3310,2036,26
Total Yards,26,33,3295,2050,26
Total Yards,26,34,3291,2059,26
Total Yards,26,35,3290,2057,26
Total Yards,26,36,3255,2065,26
Total Yards,26,37,3241,2056,26
Total Yards,26,38,3237,2029,26
Total Yards,26,39,3237,2040,26
Total Yards,26,40,3237,2046,26
Total Yards,26,41,3209,2049,26
Total Yards,26,42,3184,2066,26
Total Yards,26,43,3141,2054,26
Total Yards,26,44,3135,2044,26
Total Yards,26,45,3125,2061,26
Total Yards,26,46,3106,2063,26
Total Yards,26,47,3043,2043,26
Total Yards,26,48,3027,2060,26
Total Yards,26,49,3008,2045,26
Total Yards Allowed,26,0,3026,2023,26
Total Yards Allowed,26,1,3026,2042,26
Total Yards Allowed,26,2,3073,2068,26
Total Yards Allowed,26,3,3221,2055,26
Total Yards Allowed,26,4,3233,2066,26
Total Yards Allowed,26,5,3245,2062,26
Total Yards Allowed,26,6,3249,2059,26
Total Yards Allowed,26,7,3261,2069,26
Total Yards Allowed,26,8,3268,2056,26
Total Yards Allowed,26,9,3277,2040,26
Total Yards Allowed,26,10,3310,2063,26
Total Yards Allowed,26,11,3314,2034,26
Total Yards Allowed,26,12,3327,2025,26
Total Yards Allowed,26,13,3351,2037,26
Total Yards Allowed,26,14,3358,2049,26
Total Yards Allowed,26,15,3360,2032,26
Total Yards Allowed,26,16,3363,2026,26
Total Yards Allowed,26,17,3366,2031,26
Total Yards Allowed,26,18,3375,2035,26
Total Yards Allowed,26,19,3381,2051,26
Total Yards Allowed,26,20,3382,2067,26
Total Yards Allowed,26,21,3396,2057,26
Total Yards Allowed,26,22,3399,2060,26
Total Yards Allowed,26,23,3406,2045,26
Total Yards Allowed,26,24,3417,2050,26
Total Yards Allowed,26,25,3437,2030,26
Total Yards Allowed,26,26,3447,2064,26
Total Yards Allowed,26,27,3463,2047,26
Total Yards Allowed,26,28,3466,2041,26
Total Yards Allowed,26,29,3468,2052,26
Total Yards Allowed,26,30,3503,2036,26
Total Yards Allowed,26,31,3505,2054,26
Total Yards Allowed,26,32,3518,2058,26
Total Yards Allowed,26,33,3519,2039,26
Total Yards Allowed,26,34,3559,2024,26
Total Yards Allowed,26,35,3588,2029,26
Total Yards Allowed,26,36,3588,2033,26
Total Yards Allowed,26,37,3602,2028,26
Total Yards Allowed,26,38,3609,2022,26
Total Yards Allowed,26,39,3610,2043,26
Total Yards Allowed,26,40,3628,2027,26
Total Yards Allowed,26,41,3643,2061,26
Total Yards Allowed,26,42,3656,2053,26
Total Yards Allowed,26,43,3662,2046,26
Total Yards Allowed,26,44,3665,2020,26
Total Yards Allowed,26,45,3694,2048,26
Total Yards Allowed,26,46,3699,2021,26
Total Yards Allowed,26,47,3768,2044,26
Total Yards Allowed,26,48,3811,2065,26
Total Yards Allowed,26,49,3968,2038,26
Pass Attempts,26,0,411,2024,26
Pass Attempts,26,1,391,2027,26
Pass Attempts,26,2,389,2023,26
Pass Attempts,26,3,386,2034,26
Pass Attempts,26,4,383,2064,26
Pass Attempts,26,5,381,2049,26
Pass Attempts,26,6,381,2060,26
Pass Attempts,26,7,381,2063,26
Pass Attempts,26,8,379,2022,26
Pass Attempts,26,9,376,2036,26
Pass Attempts,26,10,374,2029,26
Pass Attempts,26,11,374,2059,26
Pass Attempts,26,12,371,2028,26
Pass Attempts,26,13,367,2058,26
Pass Attempts,26,14,365,2020,26
Pass Attempts,26,15,364,2037,26
Pass Attempts,26,16,361,2062,26
Pass Attempts,26,17,360,2026,26
Pass Attempts,26,18,360,2041,26
Pass Attempts,26,19,359,2042,26
Pass Attempts,26,20,355,2039,26
Pass Attempts,26,21,355,2047,26
Pass Attempts,26,22,353,2065,26
Pass Attempts,26,23,352,2040,26
Pass Attempts,26,24,351,2048,26
Pass Attempts,26,25,350,2030,26
Pass Attempts,26,26,346,2031,26
Pass Attempts,26,27,346,2051,26
Pass Attempts,26,28,344,2057,26
Pass Attempts,26,29,343,2038,26
Pass Attempts,26,30,343,2055,26
Pass Attempts,26,31,342,2033,26
Pass Attempts,26,32,342,2035,26
Pass Attempts,26,33,341,2067,26
Pass Attempts,26,34,339,2025,26
Pass Attempts,26,35,339,2050,26
Pass Attempts,26,36,339,2054,26
Pass Attempts,26,37,338,2053,26
Pass Attempts,26,38,337,2046,26
Pass Attempts,26,39,336,2056,26
Pass Attempts,26,40,334,2045,26
Pass Attempts,26,41,333,2066,26
Pass Attempts,26,42,330,2043,26
Pass Attempts,26,43,328,2032,26
Pass Attempts,26,44,327,2021,26
Pass Attempts,26,45,325,2068,26
Pass Attempts,26,46,321,2061,26
Pass Attempts,26,47,320,2044,26
Pass Attempts,26,48,319,2052,26
Pass Attempts,26,49,314,2069,26
Rush Attempts,26,0,321,2025,26
Rush Attempts,26,1,313,2055,26
Rush Attempts,26,2,313,2068,26
Rush Attempts,26,3,305,2069,26
Rush Attempts,26,4,301,2042,26
Rush Attempts,26,5,300,2032,26
Rush Attempts,26,6,299,2067,26
Rush Attempts,26,7,291,2034,26
Rush Attempts,26,8,291,2035,26
Rush Attempts,26,9,291,2066,26
Rush Attempts,26,10,288,2033,26
Rush Attempts,26,11,286,2051,26
Rush Attempts,26,12,285,2027,26
Rush Attempts,26,13,285,2057,26
Rush Attempts,26,14,283,2052,26
Rush Attempts,26,15,281,2038,26
Rush Attempts,26,16,278,2026,26
Rush Attempts,26,17,277,2031,26
Rush Attempts,26,18,276,2050,26
Rush Attempts,26,19,275,2039,26
Rush Attempts,26,20,275,2056,26
Rush Attempts,26,21,274,2030,26
Rush Attempts,26,22,271,2037,26
Rush Attempts,26,23,271,2061,26
Rush Attempts,26,24,270,2046,26
Rush Attempts,26,25,270,2053,26
Rush Attempts,26,26,270,2058,26
Rush Attempts,26,27,269,2041,26
Rush Attempts,26,28,269,2062,26
Rush Attempts,26,29,265,2054,26
Rush Attempts,26,30,263,2028,26
Rush Attempts,26,31,262,2044,26
Rush Attempts,26,32,262,2045,26
Rush Attempts,26,33,262,2047,26
Rush Attempts,26,34,261,2040,26
Rush Attempts,26,35,260,2023,26
Rush Attempts,26,36,258,2036,26
Rush Attempts,26,37,257,2059,26
Rush Attempts,26,38,255,2022,26
Rush Attempts,26,39,253,2021,26
Rush Attempts,26,40,251,2020,26
Rush Attempts,26,41,248,2043,26
Rush Attempts,26,42,245,2060,26
Rush Attempts,26,43,245,2065,26
Rush Attempts,26,44,242,2063,26
Rush Attempts,26,45,238,2048,26
